year;type;order;country;artist;title;language;position;score;maxpoints;voters
2006;finals;11;Macedonia;Elena Risteska;"""Ninanajna"" (?????????)";English, Macedonian;12;56;12;37
2006;finals;12;Romania;Mihai Tr?istariu;"""Tornerò""";English, Italian;4;172;12;37
2006;finals;13;Bosnia and Herzegovina;Hari Mata Hari;"""Lejla""";Bosnian;3;229;12;37
2006;finals;14;Lithuania;LT United;"""We Are the Winners""";English;6;162;12;37
2006;finals;15;United Kingdom;Daz Sampson;"""Teenage Life""";English;19;25;12;37
2006;finals;16;Greece;Anna Vissi;"""Everything""";English;9;128;12;37
2006;finals;17;Finland;Lordi;"""Hard Rock Hallelujah""";English;1;292;12;37
2006;finals;18;Ukraine;Tina Karol;"""Show Me Your Love""";English;7;145;12;37
2006;finals;19;France;Virginie Pouchain;"""Il était temps""";French;22;5;12;37
2006;finals;20;Croatia;Severina;"""Moja štikla""";Croatian;12;56;12;37
2006;finals;21;Ireland;Brian Kennedy;"""Every Song Is a Cry for Love""";English;10;93;12;37
2006;finals;22;Sweden;Carola;"""Invincible""";English;5;170;12;37
2006;finals;23;Turkey;Sibel Tüzün;"""Süper Star""";Turkish, English;11;91;12;37
2006;finals;24;Armenia;André;"""Without Your Love""";English;8;129;12;37
2005;semifinal;1;Austria;Global.Kryner;"""Y así""";English, Spanish;21;30;12;39
2005;semifinal;2;Lithuania;Laura & The Lovers;"""Little by Little""";English;25;17;12;39
2005;semifinal;3;Portugal;2B;"""Amar""";Portuguese, English;17;51;12;39
2005;semifinal;4;Moldova;Zdob ?i Zdub;"""Boonika bate toba""";English, Romanian;2;207;12;39
2005;semifinal;5;Latvia;Walters & Kazha;"""The War Is Not Over""";English;10;85;12;39
2005;semifinal;6;Monaco;Lise Darly;"""Tout de moi""";French;24;22;12;39
2005;semifinal;7;Israel;Shiri Maimon;"""Hasheket Shenish'ar"" (???? ?????)";Hebrew, English;7;158;12;39
2005;semifinal;8;Belarus;Angelica Agurbash;"""Love Me Tonight""";English;13;67;12;39
2005;semifinal;9;Netherlands;Glennis Grace;"""My Impossible Dream""";English;14;53;12;39
2005;semifinal;10;Iceland;Selma;"""If I Had Your Love""";English;16;52;12;39
2005;semifinal;11;Belgium;Nuno Resende;"""Le grand soir""";French;22;29;12;39
2005;semifinal;12;Estonia;Suntribe;"""Let's Get Loud""";English;20;31;12;39
2005;semifinal;13;Norway;Wig Wam;"""In My Dreams""";English;6;164;12;39
2005;semifinal;14;Romania;Lumini?a Anghel & Sistem;"""Let Me Try""";English;1;235;12;39
2005;semifinal;15;Hungary;NOX;"""Forogj, világ!""";Hungarian;5;167;12;39
2005;semifinal;16;Finland;Geir Rönning;"""Why?""";English;18;50;12;39
2005;semifinal;17;Macedonia;Martin Vu?i?;"""Make My Day""";English;9;97;12;39
2005;semifinal;18;Andorra;Marian van de Wal;"""La mirada interior""";Catalan;23;27;12;39
2005;semifinal;19;Switzerland;Vanilla Ninja;"""Cool Vibes""";English;8;114;12;39
2005;semifinal;20;Croatia;Boris Novkovi? feat. Lado Members;"""Vukovi umiru sami""";Croatian;4;169;12;39
2005;semifinal;21;Bulgaria;Kaffe;"""Lorraine""";English;19;49;12;39
2005;semifinal;22;Ireland;Donna and Joe;"""Love?""";English;14;53;12;39
2005;semifinal;23;Slovenia;Omar Naber;"""Stop""";Slovene;12;69;12;39
2005;semifinal;24;Denmark;Jakob Sveistrup;"""Talking to You""";English;3;185;12;39
2005;semifinal;25;Poland;Ivan & Delfin;"""Czarna dziewczyna""";Polish, Russian;11;81;12;39
2005;finals;1;Hungary;NOX;"""Forogj, világ!""";Hungarian;12;97;12;39
2005;finals;2;United Kingdom;Javine;"""Touch My Fire""";English;22;18;12;39
2005;finals;3;Malta;Chiara;"""Angel""";English;2;192;12;39
2005;finals;4;Romania;Lumini?a Anghel & Sistem;"""Let Me Try""";English;3;158;12;39
2005;finals;5;Norway;Wig Wam;"""In My Dreams""";English;9;125;12;39
2005;finals;6;Turkey;Gülseren;"""Rimi Rimi Ley""";Turkish;13;92;12;39
2005;finals;7;Moldova;Zdob ?i Zdub;"""Boonika bate toba""";English, Romanian;6;148;12;39
2005;finals;8;Albania;Ledina Çelo;"""Tomorrow I Go""";English;16;53;12;39
2005;finals;9;Cyprus;Constantinos Christoforou;"""Ela Ela""";English;18;46;12;39
2005;finals;10;Spain;Son de Sol;"""Brujería""";Spanish;21;28;12;39
2005;finals;11;Israel;Shiri Maimon;"""Hasheket Shenish'ar"" (???? ?????)";Hebrew, English;4;154;12;39
2005;finals;12;Serbia and Montenegro;No Name;"""Zauvijek moja"" (???????? ????)";Montenegrin;7;137;12;39
2005;finals;13;Denmark;Jakob Sveistrup;"""Talking to You""";English;9;125;12;39
2005;finals;14;Sweden;Martin Stenmarck;"""Las Vegas""";English;19;30;12;39
2005;finals;15;Macedonia;Martin Vu?i?;"""Make My Day""";English;17;52;12;39
2005;finals;16;Ukraine;GreenJolly;"""Razom nas bahato"" (????? ??? ??????)";Ukrainian, English;19;30;12;39
2005;finals;17;Germany;Gracia;"""Run and Hide""";English;24;4;12;39
2005;finals;18;Croatia;Boris Novkovi? feat. Lado Members;"""Vukovi umiru sami""";Croatian;11;115;12;39
2005;finals;19;Greece;Helena Paparizou;"""My Number One""";English;1;230;12;39
2005;finals;20;Russia;Natalia Podolskaya;"""Nobody Hurt No One""";English;15;57;12;39
2005;finals;21;Bosnia and Herzegovina;Feminnem;"""Call Me""";English;14;79;12;39
2005;finals;22;Switzerland;Vanilla Ninja;"""Cool Vibes""";English;8;128;12;39
2005;finals;23;Latvia;Walters & Kazha;"""The War Is Not Over""";English;5;153;12;39
2005;finals;24;France;Ortal;"""Chacun pense à soi""";French;23;11;12;39
2004;semifinal;1;Finland;Jari Sillanpää;"""Takes 2 to Tango""";English;14;51;12;33
2004;semifinal;2;Belarus;Aleksandra and Konstantin;"""My Galileo""";English;19;10;12;33
2004;semifinal;3;Switzerland;Piero Esteriore & The MusicStars;"""Celebrate""";English;22;0;12;33
2004;semifinal;4;Latvia;Fomins and Kleins;"""Dziesma par laimi""";Latvian;17;23;12;33
2004;semifinal;5;Israel;David D'Or;"""Leha'amin"" (??????)";Hebrew, English;12;57;12;33
2004;semifinal;6;Andorra;Marta Roure;"""Jugarem a estimar-nos""";Catalan;18;12;12;33
2004;semifinal;7;Portugal;Sofia Vitória;"""Foi magia""";Portuguese;15;38;12;33
2004;semifinal;8;Malta;Julie and Ludwig;"""On Again... Off Again""";English;8;74;12;33
2004;semifinal;9;Monaco;Maryon;"""Notre planète""";French;19;10;12;33
2004;semifinal;10;Greece;Sakis Rouvas;"""Shake It""";English;3;238;12;33
2004;semifinal;11;Ukraine;Ruslana;"""Wild Dances""";English, Ukrainian;2;256;12;33
2004;semifinal;12;Lithuania;Linas and Simona;"""What's Happened to Your Love?""";English;16;26;12;33
2004;semifinal;13;Albania;Anjeza Shahini;"""The Image of You""";English;4;167;12;33
2004;semifinal;14;Cyprus;Lisa Andreas;"""Stronger Every Minute""";English;5;149;12;33
2004;semifinal;15;Macedonia;Toše Proeski;"""Life""";English;10;71;12;33
2004;semifinal;16;Slovenia;Platin;"""Stay Forever""";English;21;5;12;33
2004;semifinal;17;Estonia;Neiokõsõ;"""Tii""";Võro;11;57;12;33
2004;semifinal;18;Croatia;Ivan Mikuli?;"""You Are the Only One""";English;9;72;12;33
2004;semifinal;19;Denmark;Tomas Thordarson;"""Shame on You""";English;13;56;12;33
2004;semifinal;20;Serbia and Montenegro;Željko Joksimovi? & Ad-Hoc Orchestra;"""Lane moje"" (???? ????)";Serbian;1;263;12;33
2004;semifinal;21;Bosnia and Herzegovina;Deen;"""In the Disco""";English;7;133;12;33
2004;semifinal;22;Netherlands;Re-Union;"""Without You""";English;6;146;12;33
2004;finals;1;Spain;Ramón;"""Para llenarme de ti""";Spanish;10;87;12;36
2004;finals;2;Austria;Tie Break;"""Du bist""";German;21;9;12;36
2004;finals;3;Norway;Knut Anders Sørum;"""High""";English;24;3;12;36
2004;finals;4;France;Jonatan Cerrada;"""À chaque pas""";French, Spanish;15;40;12;36
2004;finals;5;Serbia and Montenegro;Željko Joksimovi? & Ad-Hoc Orchestra;"""Lane moje"" (???? ????)";Serbian;2;263;12;36
2004;finals;6;Malta;Julie and Ludwig;"""On Again... Off Again""";English;12;50;12;36
2004;finals;7;Netherlands;Re-Union;"""Without You""";English;20;11;12;36
2004;finals;8;Germany;Max;"""Can't Wait Until Tonight""";English, Turkish;8;93;12;36
2004;finals;9;Albania;Anjeza Shahini;"""The Image of You""";English;7;106;12;36
2004;finals;10;Ukraine;Ruslana;"""Wild Dances""";English, Ukrainian;1;280;12;36
2004;finals;11;Croatia;Ivan Mikuli?;"""You Are the Only One""";English;12;50;12;36
2004;finals;12;Bosnia and Herzegovina;Deen;"""In the Disco""";English;9;91;12;36
2004;finals;13;Belgium;Xandee;"""1 Life""";English;22;7;12;36
2004;finals;14;Russia;Julia Savicheva;"""Believe Me""";English;11;67;12;36
2004;finals;15;Macedonia;Toše Proeski;"""Life""";English;14;47;12;36
2004;finals;16;Greece;Sakis Rouvas;"""Shake It""";English;3;252;12;36
2004;finals;17;Iceland;Jónsi;"""Heaven""";English;19;16;12;36
2004;finals;18;Ireland;Chris Doran;"""If My World Stopped Turning""";English;22;7;12;36
2004;finals;19;Poland;Blue Café;"""Love Song""";English, Spanish;17;27;12;36
2004;finals;20;United Kingdom;James Fox;"""Hold On to Our Love""";English;16;29;12;36
2004;finals;21;Cyprus;Lisa Andreas;"""Stronger Every Minute""";English;5;170;12;36
2004;finals;22;Turkey;Athena;"""For Real""";English;4;195;12;36
2004;finals;23;Romania;Sanda;"""I Admit""";English;18;18;12;36
2004;finals;24;Sweden;Lena Philipsson;"""It Hurts""";English;5;170;12;36
2003;single-round;1;Iceland;Birgitta;"""Open Your Heart""";English;8;81;12;26
2003;single-round;2;Austria;Alf Poier;"""Weil der Mensch zählt""";German;6;101;12;26
2003;single-round;3;Ireland;Mickey Harte;"""We've Got the World""";English;11;53;12;26
2003;single-round;4;Turkey;Sertab Erener;"""Everyway That I Can""";English;1;167;12;26
2003;single-round;5;Malta;Lynn Chircop;"""To Dream Again""";English;25;4;12;26
2003;single-round;6;Bosnia and Herzegovina;Mija Martina;"""Ne brini""";Croatian, English;16;27;12;26
2003;single-round;7;Portugal;Rita Guerra;"""Deixa-me sonhar""";Portuguese, English;22;13;12;26
2003;single-round;8;Croatia;Claudia Beni;"""Više nisam tvoja""";Croatian, English;15;29;12;26
2003;single-round;9;Cyprus;Stelios Constantas;"""Feeling Alive""";English;20;15;12;26
2003;single-round;10;Germany;Lou;"""Let's Get Happy""";English;11;53;12;26
2003;single-round;11;Russia;t.A.T.u.;"""Ne ver'’, ne boysia"" (?? ????, ?? ?????)";Russian;3;164;12;26
2003;single-round;12;Spain;Beth;"""Dime""";Spanish;8;81;12;26
2003;single-round;13;Israel;Lior Narkis;"""Words for Love""";Hebrew;19;17;12;26
2003;single-round;14;Netherlands;Esther Hart;"""One More Night""";English;13;45;12;26
2003;single-round;15;United Kingdom;Jemini;"""Cry Baby""";English;26;0;12;26
2003;single-round;16;Ukraine;Olexandr;"""Hasta la Vista""";English;14;30;12;26
2003;single-round;17;Greece;Mando;"""Never Let You Go""";English;17;25;12;26
2003;single-round;18;Norway;Jostein Hasselgård;"""I'm Not Afraid to Move On""";English;4;123;12;26
2003;single-round;19;France;Louisa Baïleche;"""Monts et merveilles""";French;18;19;12;26
2003;single-round;20;Poland;Ich Troje;"""Keine Grenzen – ?adnych granic""";German, Polish, Russian;7;90;12;26
2003;single-round;21;Latvia;F.L.Y.;"""Hello from Mars""";English;24;5;12;26
2003;single-round;22;Belgium;Urban Trad;"""Sanomi""";Imaginary;2;165;12;26
2003;single-round;23;Estonia;Ruffus;"""Eighties Coming Back""";English;21;14;12;26
2003;single-round;24;Romania;Nicola;"""Don't Break My Heart""";English;10;73;12;26
2003;single-round;25;Sweden;Fame;"""Give Me Your Love""";English;5;107;12;26
2003;single-round;26;Slovenia;Karmen;"""Nanana""";English;23;7;12;26
2002;single-round;1;Cyprus;One;"""Gimme""";English;6;85;12;24
2002;single-round;2;United Kingdom;Jessica Garlick;"""Come Back""";English;3;111;12;24
2002;single-round;3;Austria;Manuel Ortega;"""Say a Word""";English;18;26;12;24
2002;single-round;4;Greece;Michalis Rakintzis;"""S.A.G.A.P.O.""";English;17;27;12;24
2002;single-round;5;Spain;Rosa;"""Europe's Living a Celebration""";Spanish, English;7;81;12;24
2002;single-round;6;Croatia;Vesna Pisarovi?;"""Everything I Want""";English;11;44;12;24
2002;single-round;7;Russia;Prime Minister;"""Northern Girl""";English;10;55;12;24
2002;single-round;8;Estonia;Sahlene;"""Runaway""";English;3;111;12;24
2002;single-round;9;Macedonia;Karolina Go?eva;"""Od nas zavisi"" (?? ??? ??????)";Macedonian;19;25;12;24
2002;single-round;10;Israel;Sarit Hadad;"""Light a Candle""";Hebrew, English;12;37;12;24
2002;single-round;11;Switzerland;Francine Jordi;"""Dans le jardin de mon âme""";French;22;15;12;24
2002;single-round;12;Sweden;Afro-dite;"""Never Let It Go""";English;8;72;12;24
2002;single-round;13;Finland;Laura;"""Addicted To You""";English;20;24;12;24
2002;single-round;14;Denmark;Malene;"""Tell Me Who You Are""";English;24;7;12;24
2002;single-round;15;Bosnia and Herzegovina;Maja Tati?;"""Na jastuku za dvoje"" (?? ??????? ?? ?????)";Serbian, English;13;33;12;24
2002;single-round;16;Belgium;Sergio & The Ladies;"""Sister""";English;13;33;12;24
2002;single-round;17;France;Sandrine François;"""Il faut du temps""";French;5;104;12;24
2002;single-round;18;Germany;Corinna May;"""I Can't Live Without Music""";English;21;17;12;24
2002;single-round;19;Turkey;Buket Bengisu & Group Safir;"""Leylaklar Soldu Kalbinde""";Turkish, English;16;29;12;24
2002;single-round;20;Malta;Ira Losco;"""7th Wonder""";English;2;164;12;24
2002;single-round;21;Romania;Monica Anghel & Marcel Pavel;"""Tell Me Why""";English;9;71;12;24
2002;single-round;22;Slovenia;Sestre;"""Samo ljubezen""";Slovene;13;33;12;24
2002;single-round;23;Latvia;Marie N;"""I Wanna""";English;1;176;12;24
2002;single-round;24;Lithuania;Aivaras;"""Happy You""";English;23;12;12;24
2001;single-round;1;Netherlands;Michelle;"""Out On My Own""";English;18;16;12;23
2001;single-round;2;Iceland;Two Tricky;"""Angel""";English;22;3;12;23
2001;single-round;3;Bosnia and Herzegovina;Nino Pršeš;"""Hano""";Bosnian, English;14;29;12;23
2001;single-round;4;Norway;Haldor Lægreid;"""On My Own""";English;22;3;12;23
2001;single-round;5;Israel;Tal Sondak;"""En Davar"" (??? ???)";Hebrew;16;25;12;23
2001;single-round;6;Russia;Mumiy Troll;"""Lady Alpine Blue""";English;12;37;12;23
2001;single-round;7;Sweden;Friends;"""Listen to Your Heartbeat""";English;5;100;12;23
2001;single-round;8;Lithuania;SKAMP;"""You Got Style""";English, Lithuanian;13;35;12;23
2001;single-round;9;Latvia;Arnis Mednis;"""Too Much""";English;18;16;12;23
2001;single-round;10;Croatia;Vanna;"""Strings of My Heart""";English;10;42;12;23
2001;single-round;11;Portugal;MTM;"""Só sei ser feliz assim""";Portuguese;17;18;12;23
2001;single-round;12;Ireland;Gary O'Shaughnessy;"""Without Your Love""";English;21;6;12;23
2001;single-round;13;Spain;David Civera;"""Dile que la quiero""";Spanish;6;76;12;23
2001;single-round;14;France;Natasha St-Pier;"""Je n'ai que mon âme""";French, English;4;142;12;23
2001;single-round;15;Turkey;Sedat Yüce;"""Sevgiliye Son""";Turkish, English;11;41;12;23
2001;single-round;16;United Kingdom;Lindsay Dracass;"""No Dream Impossible""";English;15;28;12;23
2001;single-round;17;Slovenia;Nuša Derenda;"""Energy""";English;7;70;12;23
2001;single-round;18;Poland;Piasek;"""2 Long""";English;20;11;12;23
2001;single-round;19;Germany;Michelle;"""Wer Liebe lebt""";German, English;8;66;12;23
2001;single-round;20;Estonia;Tanel Padar, Dave Benton & 2XL;"""Everybody""";English;1;198;12;23
2001;single-round;21;Malta;Fabrizio Faniello;"""Another Summer Night""";English;9;48;12;23
2001;single-round;22;Greece;Antique;"""Die for You""";Greek, English;3;147;12;23
2001;single-round;23;Denmark;Rollo & King;"""Never Ever Let You Go""";English;2;177;12;23
2000;single-round;1;Israel;PingPong;"""Sameach"" (???)";Hebrew;22;7;12;24
2000;single-round;2;Netherlands;Linda Wagenmakers;"""No Goodbyes""";English;13;40;12;24
2000;single-round;3;United Kingdom;Nicki French;"""Don't Play That Song Again""";English;16;28;12;24
2000;single-round;4;Estonia;Ines;"""Once in a Lifetime""";English;4;98;12;24
2000;single-round;5;France;Sofia Mestari;"""On aura le ciel""";French;23;5;12;24
2000;single-round;6;Romania;Taxi;"""The Moon""";English;17;25;12;24
2000;single-round;7;Malta;Claudette Pace;"""Desire""";English, Maltese;8;73;12;24
2000;single-round;8;Norway;Charmed;"""My Heart Goes Boom""";English;11;57;12;24
2000;single-round;9;Russia;Alsou;"""Solo""";English;2;155;12;24
2000;single-round;10;Belgium;Nathalie Sorce;"""Envie de vivre""";French;24;2;12;24
2000;single-round;11;Cyprus;Voice;"""Nomiza"" (??????)";Greek, Italian;21;8;12;24
2000;single-round;12;Iceland;August & Telma;"""Tell Me!""";English;12;45;12;24
2000;single-round;13;Spain;Serafín Zubiri;"""Colgado de un sueño""";Spanish;18;18;12;24
2000;single-round;14;Denmark;Olsen Brothers;"""Fly on the Wings of Love""";English;1;195;12;24
2000;single-round;15;Germany;Stefan Raab;"""Wadde hadde dudde da?""";German, English;5;96;12;24
2000;single-round;16;Switzerland;Jane Bogaert;"""La vita cos'è?""";Italian;20;14;12;24
2000;single-round;17;Croatia;Goran Karan;"""Kad zaspu an?eli""";Croatian;9;70;12;24
2000;single-round;18;Sweden;Roger Pontare;"""When Spirits Are Calling My Name""";English;7;88;12;24
2000;single-round;19;Macedonia;XXL;"""100% te ljubam"" (100% ?? ?????)";Macedonian, English;15;29;12;24
2000;single-round;20;Finland;Nina Åström;"""A Little Bit""";English;18;18;12;24
2000;single-round;21;Latvia;Brainstorm;"""My Star""";English;3;136;12;24
2000;single-round;22;Turkey;P?nar Ayhan & The SOS;"""Yorgunum Anla""";Turkish, English;10;59;12;24
2000;single-round;23;Ireland;Eamonn Toal;"""Millennium of Love""";English;6;92;12;24
2000;single-round;24;Austria;The Rounder Girls;"""All to You""";English;14;34;12;24
1999;single-round;1;Lithuania;Aist?;"""Strazdas""";Samogitian;20;13;12;23
1999;single-round;2;Belgium;Vanessa Chinitor;"""Like the Wind""";English;12;38;12;23
1999;single-round;3;Spain;Lydia;"""No quiero escuchar""";Spanish;23;1;12;23
1999;single-round;4;Croatia;Doris Dragovi?;"""Marija Magdalena""";Croatian;4;118;12;23
1999;single-round;5;United Kingdom;Precious;"""Say It Again""";English;12;38;12;23
1999;single-round;6;Slovenia;Darja Švajger;"""For a Thousand Years""";English;11;50;12;23
1999;single-round;7;Turkey;Tu?ba Önal & Grup Mistik;"""Dön Art?k""";Turkish;16;21;12;23
1999;single-round;8;Norway;Stig Van Eijk;"""Living My Life Without You""";English;14;35;12;23
1999;single-round;9;Denmark;Trine Jepsen & Michael Teschl;"""This Time I Mean It""";English;8;71;12;23
1999;single-round;10;France;Nayah;"""Je veux donner ma voix""";French;19;14;12;23
1999;single-round;11;Netherlands;Marlayne;"""One Good Reason""";English;8;71;12;23
1999;single-round;12;Poland;Mietek Szcze?niak;"""Przytul mnie mocno""";Polish;18;17;12;23
1999;single-round;13;Iceland;Selma;"""All Out of Luck""";English;2;146;12;23
1999;single-round;14;Cyprus;Marlain;"""Tha'nai Erotas"" (??'??? ??????)";Greek;22;2;12;23
1999;single-round;15;Sweden;Charlotte Nilsson;"""Take Me to Your Heaven""";English;1;163;12;23
1999;single-round;16;Portugal;Rui Bandeira;"""Como tudo começou""";Portuguese;21;12;12;23
1999;single-round;17;Ireland;The Mullans;"""When You Need Me""";English;17;18;12;23
1999;single-round;18;Austria;Bobbie Singer;"""Reflection""";English;10;65;12;23
1999;single-round;19;Israel;Eden;"""Yom Huledet (Happy Birthday)"" (??? ?????)";English, Hebrew;5;93;12;23
1999;single-round;20;Malta;Times Three;"""Believe 'n Peace""";English;15;32;12;23
1999;single-round;21;Germany;Sürpriz;"""Reise nach Jerusalem – Kudüs'e seyahat""";German, Turkish;3;140;12;23
1999;single-round;22;Bosnia and Herzegovina;Dino & Béatrice;"""Putnici""";Bosnian, French;7;86;12;23
1999;single-round;23;Estonia;Evelin Samuel & Camille;"""Diamond of Night""";English;6;90;12;23
